DatGeracaoConjuntoDados;IdeConjUnidConsumidoras;CodMunicipio;NomMunicipio;SigUF
2026-07-05;1;2929305;São Gonçalo dos Campos;BA
2026-07-05;2;4315503;Restinga Seca;RS
2026-07-05;3;2201002;Arraial;PI
2026-07-05;3;2202075;Cajazeiras do Piauí;PI
2026-07-05;3;2204105;Francisco Ayres;PI
2026-07-05;3;2206704;Nazaré do Piauí;PI
2026-07-05;3;2208874;Ribeira do Piauí;PI
2026-07-05;3;2209708;São Francisco do Piauí;PI
2026-07-05;3;2210102;São José do Peixe;PI
2026-07-05;7;4307864;Fagundes Varela;RS
2026-07-05;9;5103106;Cocalinho;MT
2026-07-05;12;3130556;Imbé de Minas;MG
2026-07-05;13;3159704;Santa Rosa da Serra;MG
2026-07-05;14;2501153;Areia de Baraúnas;PB
2026-07-05;14;2510709;Passagem;PB
2026-07-05;15;3204500;Santa Leopoldina;ES
2026-07-05;15;3204559;Santa Maria de Jetibá;ES
2026-07-05;16;2403251;Parnamirim;RN
2026-07-05;17;3164803;São Sebastião do Rio Preto;MG
2026-07-05;18;2411205;Santa Cruz;RN
2026-07-05;18;2412302;São José do Campestre;RN
2026-07-05;18;2414001;Tangará;RN
2026-07-05;19;2205508;José de Freitas;PI
2026-07-05;20;3160454;Santo Antônio do Retiro;MG
2026-07-05;21;2404200;Goianinha;RN
2026-07-05;22;4109401;Guarapuava;PR
2026-07-05;23;3141009;Mato Verde;MG
2026-07-05;25;3538709;Piracicaba;SP
2026-07-05;25;3545159;Saltinho;SP
2026-07-05;26;2515104;São Sebastião de Lagoa de Roça;PB
2026-07-05;27;3156809;Sabinópolis;MG
2026-07-05;28;2912806;Ibirapuã;BA
2026-07-05;28;2916005;Itanhém;BA
2026-07-05;28;2921104;Medeiros Neto;BA
2026-07-05;28;2933257;Vereda;BA
2026-07-05;29;3150901;Piranguçu;MG
2026-07-05;30;3518859;Guatapará;SP
2026-07-05;31;3508405;Cabreúva;SP
2026-07-05;32;3152402;Poté;MG
2026-07-05;33;4202081;Bandeirante;SC
2026-07-05;33;4202156;Belmonte;SC
2026-07-05;33;4204905;Descanso;SC
2026-07-05;33;4206405;Guaraciaba;SC
2026-07-05;33;4212239;Paraíso;SC
2026-07-05;33;4215554;Santa Helena;SC
2026-07-05;33;4217204;São Miguel do Oeste;SC
2026-07-05;35;3128253;Guaraciama;MG
2026-07-05;37;2514305;São José de Caiana;PB
2026-07-05;38;2927903;Santa Inês;BA
2026-07-05;40;5106828;Porto Esperidião;MT
2026-07-05;42;3132909;Itamogi;MG
2026-07-05;43;3113909;Carmo da Cachoeira;MG
2026-07-05;44;3156700;Sabará;MG
2026-07-05;46;2412500;São Miguel;RN
2026-07-05;47;2902609;Baixa Grande;BA
2026-07-05;48;2919801;Macaúbas;BA
2026-07-05;49;2311306;Quixadá;CE
2026-07-05;50;3103900;Araújos;MG
2026-07-05;51;4313086;Nova Pádua;RS
2026-07-05;53;2302800;Canindé;CE
2026-07-05;53;2306108;Irauçuba;CE
2026-07-05;53;2306405;Itapipoca;CE
2026-07-05;53;2308377;Miraíma;CE
2026-07-05;53;2312908;Sobral;CE
2026-07-05;56;3153400;Presidente Olegário;MG
2026-07-05;57;2909505;Cravolândia;BA
2026-07-05;58;3537909;Pilar do Sul;SP
2026-07-05;61;2932002;Uauá;BA
2026-07-05;62;3516101;Florínea;SP
2026-07-05;63;3202801;Itapemirim;ES
2026-07-05;63;3203320;Marataízes;ES
2026-07-05;64;5300108;Brasília;DF
2026-07-05;65;4317301;Santa Vitória do Palmar;RS
2026-07-05;66;3300308;Barra do Piraí;RJ
2026-07-05;66;3304557;Rio de Janeiro;RJ
2026-07-05;68;2512002;Pocinhos;PB
2026-07-05;69;2409902;Pendências;RN
2026-07-05;70;2509701;Monteiro;PB
2026-07-05;71;2400208;Açu;RN
2026-07-05;72;3156403;Romaria;MG
2026-07-05;73;2905800;Camamu;BA
2026-07-05;75;2202778;Colônia do Piauí;PI
2026-07-05;75;2207009;Oeiras;PI
2026-07-05;75;2209377;Santa Rosa do Piauí;PI
2026-07-05;75;2211704;Wall Ferraz;PI
2026-07-05;77;5004700;Ivinhema;MS
2026-07-05;78;4308706;Gaurama;RS
2026-07-05;81;3203205;Linhares;ES
2026-07-05;82;3167905;Tabuleiro;MG
2026-07-05;83;2304277;Ererê;CE
2026-07-05;83;2306009;Iracema;CE
2026-07-05;83;2306702;Jaguaretama;CE
2026-07-05;83;2306801;Jaguaribara;CE
2026-07-05;83;2306900;Jaguaribe;CE
2026-07-05;83;2310803;Pereiro;CE
2026-07-05;83;2311231;Potiretama;CE
2026-07-05;84;3129657;Ibiracatu;MG
2026-07-05;85;5205109;Catalão;GO
2026-07-05;87;4313490;Novo Barreiro;RS
2026-07-05;88;3512100;Colômbia;SP
2026-07-05;89;5005806;Nioaque;MS
2026-07-05;91;2902252;Arataca;BA
2026-07-05;91;2905602;Camacan;BA
2026-07-05;91;2918555;Jussari;BA
2026-07-05;91;2920908;Mascote;BA
2026-07-05;91;2923902;Pau Brasil;BA
2026-07-05;93;3502200;Angatuba;SP
2026-07-05;93;3509452;Campina do Monte Alegre;SP
2026-07-05;94;2510303;Nova Palmeira;PB
2026-07-05;96;3104601;Astolfo Dutra;MG
2026-07-05;99;4312906;Nova Bassano;RS
2026-07-05;100;3501202;Álvares Florence;SP
2026-07-05;100;3512902;Cosmorama;SP
2026-07-05;100;3529609;Meridiano;SP
2026-07-05;100;3536257;Parisi;SP
2026-07-05;100;3556107;Valentim Gentil;SP
2026-07-05;100;3557105;Votuporanga;SP
2026-07-05;101;2914406;Iraquara;BA
2026-07-05;103;3169208;Tombos;MG
2026-07-05;105;3304300;Rio Bonito;RJ
2026-07-05;105;3305604;Silva Jardim;RJ
2026-07-05;106;2502904;Brejo dos Santos;PB
2026-07-05;109;3204906;São Mateus;ES
2026-07-05;110;3145505;Olímpio Noronha;MG
2026-07-05;113;4202438;Bocaina do Sul;SC
2026-07-05;113;4204558;Correia Pinto;SC
2026-07-05;113;4209300;Lages;SC
2026-07-05;113;4211751;Otacílio Costa;SC
2026-07-05;113;4211892;Painel;SC
2026-07-05;113;4216503;São Joaquim;SC
2026-07-05;113;4216800;São José do Cerrito;SC
2026-07-05;113;4218954;Urupema;SC
2026-07-05;119;2913101;Ibititá;BA
2026-07-05;121;3501004;Altinópolis;SP
2026-07-05;121;3547908;Santo Antônio da Alegria;SP
2026-07-05;122;4313359;Nova Roma do Sul;RS
2026-07-05;123;3136652;Juatuba;MG
2026-07-05;125;4310439;Ipê;RS
2026-07-05;128;2511400;Picuí;PB
2026-07-05;133;5007208;Rio Brilhante;MS
2026-07-05;135;4315073;Porto Vera Cruz;RS
2026-07-05;136;3149952;Periquito;MG
2026-07-05;138;4310306;Ilópolis;RS
2026-07-05;140;5209457;Guarinos;GO
2026-07-05;140;5221601;Uruaçu;GO
2026-07-05;141;4109401;Guarapuava;PR
2026-07-05;142;5105606;Matupá;MT
2026-07-05;144;2904704;Buerarema;BA
2026-07-05;144;2929354;São José da Vitória;BA
2026-07-05;145;3538501;Piquete;SP
2026-07-05;146;5004700;Ivinhema;MS
2026-07-05;146;5006259;Novo Horizonte do Sul;MS
2026-07-05;147;5005608;Miranda;MS
2026-07-05;149;4314902;Porto Alegre;RS
2026-07-05;150;2500304;Alagoa Grande;PB
2026-07-05;151;3537800;Piedade;SP
2026-07-05;153;1500800;Ananindeua;PA
2026-07-05;153;1501402;Belém;PA
2026-07-05;153;1504422;Marituba;PA
2026-07-05;156;3114907;Casa Grande;MG
2026-07-05;157;3146404;Paineiras;MG
2026-07-05;158;5003454;Deodápolis;MS
2026-07-05;160;3102209;Alvarenga;MG
2026-07-05;161;4206504;Guaramirim;SC
2026-07-05;161;4208906;Jaraguá do Sul;SC
2026-07-05;161;4217402;Schroeder;SC
2026-07-05;162;5003207;Corumbá;MS
2026-07-05;163;4321436;Terra de Areia;RS
2026-07-05;164;3119203;Coroaci;MG
2026-07-05;165;2909505;Cravolândia;BA
2026-07-05;166;4315453;Relvado;RS
2026-07-05;169;4305801;Constantina;RS
2026-07-05;170;3165560;Sem Peixe;MG
2026-07-05;171;2806305;Santa Luzia do Itanhy;SE
2026-07-05;175;3142809;Monte Alegre de Minas;MG
2026-07-05;177;2512705;Remígio;PB
2026-07-05;181;3138708;Luminárias;MG
2026-07-05;182;3147501;Passabém;MG
2026-07-05;183;2903607;Biritinga;BA
2026-07-05;183;2929701;Sátiro Dias;BA
2026-07-05;184;3140407;Marmelópolis;MG
2026-07-05;186;4309605;Horizontina;RS
2026-07-05;187;2928604;Santo Amaro;BA
2026-07-05;188;3514809;Eldorado;SP
2026-07-05;189;3109501;Cabo Verde;MG
2026-07-05;190;4314001;Paraí;RS
2026-07-05;192;3139409;Manhuaçu;MG
2026-07-05;193;1702554;Augustinópolis;TO
2026-07-05;193;1702901;Axixá do Tocantins;TO
2026-07-05;193;1703800;Buriti do Tocantins;TO
2026-07-05;193;1703891;Carrasco Bonito;TO
2026-07-05;193;1707405;Esperantina;TO
2026-07-05;193;1718303;Praia Norte;TO
2026-07-05;193;1718808;Sampaio;TO
2026-07-05;193;1720309;São Sebastião do Tocantins;TO
2026-07-05;194;3522307;Itapetininga;SP
2026-07-05;195;3525607;João Ramalho;SP
2026-07-05;195;3541703;Quatá;SP
2026-07-05;196;3503307;Araras;SP
2026-07-05;197;3157302;Santa Bárbara do Tugúrio;MG
2026-07-05;199;3150000;Pescador;MG
2026-07-05;200;2929750;Saubara;BA
2026-07-05;203;5210802;Itajá;GO
2026-07-05;204;3128808;Guidoval;MG
2026-07-05;206;3164605;São Sebastião do Oeste;MG
2026-07-05;207;3171303;Viçosa;MG
2026-07-05;210;3115359;Catas Altas;MG
2026-07-05;211;3510005;Cândido Mota;SP
2026-07-05;211;3535309;Palmital;SP
2026-07-05;212;2402006;Caicó;RN
2026-07-05;212;2411809;São Fernando;RN
2026-07-05;213;5212956;Matrinchã;GO
2026-07-05;214;3141207;Matutina;MG
2026-07-05;215;4311809;Marau;RS
2026-07-05;216;4321329;Taquaruçu do Sul;RS
2026-07-05;217;3130606;Inconfidentes;MG
2026-07-05;218;4320677;Sinimbu;RS
2026-07-05;219;1701903;Araguacema;TO
2026-07-05;219;1707207;Dois Irmãos do Tocantins;TO
2026-07-05;219;1713205;Miracema do Tocantins;TO
2026-07-05;219;1713304;Miranorte;TO
2026-07-05;219;1721109;Tocantínia;TO
2026-07-05;220;4304200;Candelária;RS
2026-07-05;222;3528106;Macaubal;SP
2026-07-05;222;3531001;Monções;SP
2026-07-05;222;3532702;Nipoã;SP
2026-07-05;222;3539608;Planalto;SP
2026-07-05;222;3555208;Turiúba;SP
2026-07-05;222;3555703;União Paulista;SP
2026-07-05;225;2301703;Aurora;CE
2026-07-05;225;2301802;Baixio;CE
2026-07-05;225;2302008;Barro;CE
2026-07-05;225;2305407;Icó;CE
2026-07-05;225;2305704;Ipaumirim;CE
2026-07-05;225;2313708;Umari;CE
2026-07-05;226;4318101;São Francisco de Assis;RS
2026-07-05;227;3155504;Rio Paranaíba;MG
2026-07-05;228;3527405;Lucélia;SP
2026-07-05;228;3540853;Pracinha;SP
2026-07-05;230;2301000;Aquiraz;CE
2026-07-05;230;2302206;Beberibe;CE
2026-07-05;230;2303501;Cascavel;CE
2026-07-05;230;2309607;Pacajus;CE
2026-07-05;230;2310852;Pindoretama;CE
2026-07-05;231;2923209;Oliveira dos Brejinhos;BA
2026-07-05;232;1729999;;
2026-07-05;233;3519501;Ibirarema;SP
2026-07-05;234;3115300;Cataguases;MG
2026-07-05;234;3138401;Leopoldina;MG
2026-07-05;235;4208807;Jaguaruna;SC
2026-07-05;235;4215455;Sangão;SC
2026-07-05;236;3200102;Afonso Cláudio;ES
2026-07-05;237;3531407;Monte Aprazível;SP
2026-07-05;237;3532504;Neves Paulista;SP
2026-07-05;237;3539905;Poloni;SP
2026-07-05;239;4316709;Santa Bárbara do Sul;RS
2026-07-05;240;4306767;Eldorado do Sul;RS
2026-07-05;241;3143807;Munhoz;MG
2026-07-05;241;3169109;Toledo;MG
2026-07-05;242;4316428;Sagrada Família;RS
2026-07-05;243;4301800;Barracão;RS
2026-07-05;244;3108800;Braúnas;MG
2026-07-05;245;3150505;Pimenta;MG
2026-07-05;246;4308409;Formigueiro;RS
2026-07-05;247;3125507;São Gonçalo do Rio Preto;MG
2026-07-05;248;4304853;Carlos Gomes;RS
2026-07-05;249;3105103;Bambuí;MG
2026-07-05;250;3306206;Vassouras;RJ
2026-07-05;253;3144672;Nova Belém;MG
2026-07-05;256;2506905;Itabaiana;PB
2026-07-05;257;3100104;Abadia dos Dourados;MG
2026-07-05;260;2912400;Ibipeba;BA
2026-07-05;264;2930154;Serra do Ramalho;BA
2026-07-05;265;3300407;Barra Mansa;RJ
2026-07-05;267;3150539;Pingo-D'Água;MG
2026-07-05;268;5004502;Itaporã;MS
2026-07-05;269;3123809;Engenheiro Navarro;MG
2026-07-05;270;4306304;David Canabarro;RS
2026-07-05;272;4301875;Barra do Quaraí;RS
2026-07-05;273;4314407;Pelotas;RS
2026-07-05;275;1700251;Abreulândia;TO
2026-07-05;275;1703107;Barrolândia;TO
2026-07-05;275;1703701;Brejinho de Nazaré;TO
2026-07-05;275;1703909;Caseara;TO
2026-07-05;275;1704600;Chapada de Areia;TO
2026-07-05;275;1706100;Cristalândia;TO
2026-07-05;275;1707108;Divinópolis do Tocantins;TO
2026-07-05;275;1707553;Fátima;TO
2026-07-05;275;1711902;Lagoa da Confusão;TO
2026-07-05;275;1712504;Marianópolis do Tocantins;TO
2026-07-05;275;1713700;Monte Santo do Tocantins;TO
2026-07-05;275;1715002;Nova Rosalândia;TO
2026-07-05;275;1715507;Oliveira de Fátima;TO
2026-07-05;275;1716109;Paraíso do Tocantins;TO
2026-07-05;275;1717503;Pium;TO
2026-07-05;275;1718451;Pugmil;TO
2026-07-05;275;1718899;Santa Rita do Tocantins;TO
2026-07-05;275;1718907;Santa Rosa do Tocantins;TO
2026-07-05;282;2910305;Elísio Medrado;BA
2026-07-05;283;5004502;Itaporã;MS
2026-07-05;284;5206503;Cromínia;GO
2026-07-05;285;4301552;Áurea;RS
2026-07-05;286;4300208;Ajuricaba;RS
2026-07-05;287;2304269;Deputado Irapuan Pinheiro;CE
2026-07-05;287;2308351;Milhã;CE
2026-07-05;287;2308500;Mombaça;CE
2026-07-05;287;2310506;Pedra Branca;CE
2026-07-05;287;2310902;Piquet Carneiro;CE
2026-07-05;287;2311405;Quixeramobim;CE
2026-07-05;287;2312700;Senador Pompeu;CE
2026-07-05;287;2313005;Solonópole;CE
2026-07-05;287;2313302;Tauá;CE
2026-07-05;289;2930154;Serra do Ramalho;BA
2026-07-05;291;2510006;Nazarezinho;PB
2026-07-05;292;2513901;São Bento;PB
2026-07-05;294;5002308;Brasilândia;MS
2026-07-05;295;3129103;Gurinhatã;MG
2026-07-05;296;4209607;Lauro Muller;SC
2026-07-05;296;4211702;Orleans;SC
2026-07-05;297;5004908;Jaraguari;MS
2026-07-05;298;2932101;Ubaíra;BA
2026-07-05;299;4310009;Ibirubá;RS
2026-07-05;302;3152600;Pouso Alto;MG
2026-07-05;303;5000807;Anaurilândia;MS
2026-07-05;305;4321808;Três de Maio;RS
2026-07-05;306;4319711;São Valentim do Sul;RS
2026-07-05;307;3144003;Mutum;MG
2026-07-05;308;4306403;Dois Irmãos;RS
2026-07-05;309;5003702;Dourados;MS
2026-07-05;310;4317202;Santa Rosa;RS
2026-07-05;311;2510204;Nova Olinda;PB
2026-07-05;312;4317558;Santo Antônio do Palma;RS
2026-07-05;313;3147006;Paracatu;MG
2026-07-05;314;4315800;Roca Sales;RS
2026-07-05;315;3165305;São Vicente de Minas;MG
2026-07-05;317;4300307;Alecrim;RS
2026-07-05;320;3143203;Monte Santo de Minas;MG
2026-07-05;321;3155306;Rio Manso;MG
2026-07-05;322;3141306;Medeiros;MG
2026-07-05;324;2303931;Choró;CE
2026-07-05;324;2305266;Ibaretama;CE
2026-07-05;324;2311306;Quixadá;CE
2026-07-05;325;2902708;Barra;BA
2026-07-05;326;4322608;Venâncio Aires;RS
2026-07-05;327;4205175;Entre Rios;SC
2026-07-05;328;3140001;Mariana;MG
2026-07-05;329;2201507;Batalha;PI
2026-07-05;330;4315008;Porto Lucena;RS
2026-07-05;332;4323705;Vista Gaúcha;RS
2026-07-05;333;3128501;Guarará;MG
2026-07-05;334;4300570;Alto Feliz;RS
2026-07-05;337;4322251;Tupandi;RS
2026-07-05;338;2504009;Campina Grande;PB
2026-07-05;339;4321634;Três Arroios;RS
2026-07-05;340;4306700;Dona Francisca;RS
2026-07-05;340;4308003;Faxinal do Soturno;RS
2026-07-05;342;2513109;Salgado de São Félix;PB
2026-07-05;343;2933208;Vera Cruz;BA
2026-07-05;344;4314555;Pirapó;RS
2026-07-05;346;4311775;Maquiné;RS
2026-07-05;347;3143401;Monte Sião;MG
2026-07-05;348;3149200;Pedrinópolis;MG
2026-07-05;350;3200300;Alfredo Chaves;ES
2026-07-05;351;3169604;Tupaciguara;MG
2026-07-05;353;5000609;Amambai;MS
2026-07-05;354;2301307;Araripe;CE
2026-07-05;354;2302701;Campos Sales;CE
2026-07-05;354;2311207;Potengi;CE
2026-07-05;354;2311959;Salitre;CE
2026-07-05;355;2912905;Ibirataia;BA
2026-07-05;356;3142700;Montalvânia;MG
2026-07-05;358;5000856;Angélica;MS
2026-07-05;361;4304903;Casca;RS
2026-07-05;362;3301009;Campos dos Goytacazes;RJ
2026-07-05;362;3304755;São Francisco de Itabapoana;RJ
2026-07-05;362;3305000;São João da Barra;RJ
2026-07-05;365;4322376;Unistalda;RS
2026-07-05;367;5106752;Pontes e Lacerda;MT
2026-07-05;368;3144805;Nova Lima;MG
2026-07-05;369;3531308;Monte Alto;SP
2026-07-05;370;2902807;Barra da Estiva;BA
2026-07-05;370;2912202;Ibicoara;BA
2026-07-05;371;4312443;Morrinhos do Sul;RS
2026-07-05;372;3537800;Piedade;SP
2026-07-05;374;2920106;Mairi;BA
2026-07-05;374;2933059;Várzea da Roça;BA
2026-07-05;376;3509700;Campos do Jordão;SP
2026-07-05;376;3548203;Santo Antônio do Pinhal;SP
2026-07-05;376;3548609;São Bento do Sapucaí;SP
2026-07-05;377;4204202;Chapecó;SC
2026-07-05;377;4204350;Cordilheira Alta;SC
2026-07-05;377;4211454;Nova Itaberaba;SC
2026-07-05;377;4214201;Quilombo;SC
2026-07-05;378;4304408;Canela;RS
2026-07-05;379;4322707;Vera Cruz;RS
2026-07-05;382;3132503;Itamarandiba;MG
2026-07-05;383;3552601;Tabapuã;SP
2026-07-05;385;3117504;Conceição do Mato Dentro;MG
2026-07-05;386;2902401;Aurelino Leal;BA
2026-07-05;386;2932200;Ubaitaba;BA
2026-07-05;387;2402600;Ceará-Mirim;RN
2026-07-05;387;2403608;Extremoz;RN
2026-07-05;389;2303105;Cariré;CE
2026-07-05;389;2304905;Groaíras;CE
2026-07-05;390;2918407;Juazeiro;BA
2026-07-05;391;5214051;Mundo Novo;GO
2026-07-05;392;4314100;Passo Fundo;RS
2026-07-05;394;3200201;Alegre;ES
2026-07-05;396;3164472;São Sebastião do Anta;MG
2026-07-05;398;2200053;Acauã;PI
2026-07-05;398;2201556;Bela Vista do Piauí;PI
2026-07-05;398;2202802;Conceição do Canindé;PI
2026-07-05;398;2207801;Paulistana;PI
2026-07-05;399;2920007;Maiquinique;BA
2026-07-05;400;3120904;Curvelo;MG
2026-07-05;401;3109006;Brumadinho;MG
2026-07-05;402;4312617;Muitos Capões;RS
2026-07-05;403;4319737;São Valério do Sul;RS
2026-07-05;405;3304003;Piraí;RJ
2026-07-05;405;3304409;Rio Claro;RJ
2026-07-05;406;5216452;Perolândia;GO
2026-07-05;407;3103009;Antônio Dias;MG
2026-07-05;409;2901403;Angical;BA
2026-07-05;409;2909703;Cristópolis;BA
2026-07-05;411;2929503;São Sebastião do Passé;BA
2026-07-05;412;3202900;Itarana;ES
2026-07-05;413;3300456;Belford Roxo;RJ
2026-07-05;413;3301702;Duque de Caxias;RJ
2026-07-05;413;3303203;Nilópolis;RJ
2026-07-05;413;3303500;Nova Iguaçu;RJ
2026-07-05;413;3304557;Rio de Janeiro;RJ
2026-07-05;413;3305109;São João de Meriti;RJ
2026-07-05;415;3134103;Itueta;MG
2026-07-05;416;5210406;Itaberaí;GO
2026-07-05;416;5210562;Itaguari;GO
2026-07-05;418;4312658;Não-Me-Toque;RS
2026-07-05;419;3203403;Mimoso do Sul;ES
2026-07-05;422;5003488;Dois Irmãos do Buriti;MS
2026-07-05;424;4320503;Sertão;RS
2026-07-05;425;4319406;São Pedro do Sul;RS
2026-07-05;426;5002407;Caarapó;MS
2026-07-05;427;1501501;Benevides;PA
2026-07-05;427;1506500;Santa Isabel do Pará;PA
2026-07-05;428;4308102;Feliz;RS
2026-07-05;429;2921708;Morro do Chapéu;BA
2026-07-05;430;3204708;São Gabriel da Palha;ES
2026-07-05;432;4316105;Ronda Alta;RS
2026-07-05;434;5220405;São Simão;GO
2026-07-05;436;4309308;Guaíba;RS
2026-07-05;437;1501451;Belterra;PA
2026-07-05;437;1506807;Santarém;PA
2026-07-05;439;2918100;Jeremoabo;BA
2026-07-05;443;3115409;Catas Altas da Noruega;MG
2026-07-05;444;5005004;Jardim;MS
2026-07-05;445;3132206;Itaguara;MG
2026-07-05;446;2201929;Bonfim do Piauí;PI
2026-07-05;446;2203354;Dirceu Arcoverde;PI
2026-07-05;446;2203750;Fartura do Piauí;PI
2026-07-05;446;2210359;São Lourenço do Piauí;PI
2026-07-05;446;2211357;Várzea Branca;PI
2026-07-05;450;3101805;Alpercata;MG
2026-07-05;451;3146107;Ouro Preto;MG
2026-07-05;452;4316758;Santa Clara do Sul;RS
2026-07-05;453;2924108;Pedrão;BA
2026-07-05;454;2403251;Parnamirim;RN
2026-07-05;455;4306320;Derrubadas;RS
2026-07-05;457;5217609;Planaltina;GO
2026-07-05;458;2501401;Baía da Traição;PB
2026-07-05;458;2508901;Mamanguape;PB
2026-07-05;459;3150307;Piedade do Rio Grande;MG
2026-07-05;460;2508000;Juru;PB
2026-07-05;461;5211800;Jaraguá;GO
2026-07-05;463;3501202;Álvares Florence;SP
2026-07-05;463;3510708;Cardoso;SP
2026-07-05;464;3507100;Bom Jesus dos Perdões;SP
2026-07-05;464;3532405;Nazaré Paulista;SP
2026-07-05;465;3118304;Conselheiro Lafaiete;MG
2026-07-05;466;3121506;Desterro do Melo;MG
2026-07-05;467;5000252;Alcinópolis;MS
2026-07-05;468;2912400;Ibipeba;BA
2026-07-05;469;3108206;Bonfinópolis de Minas;MG
2026-07-05;470;5003702;Dourados;MS
2026-07-05;471;4306007;Crissiumal;RS
2026-07-05;473;3145307;Novo Cruzeiro;MG
2026-07-05;474;3201902;Domingos Martins;ES
2026-07-05;476;3159100;Santana dos Montes;MG
2026-07-05;477;2514404;São José de Espinharas;PB
2026-07-05;478;3158805;Santana do Jacaré;MG
2026-07-05;479;3301405;Conceição de Macabu;RJ
2026-07-05;479;3304607;Santa Maria Madalena;RJ
2026-07-05;480;2906824;Canudos;BA
2026-07-05;481;3202108;Ecoporanga;ES
2026-07-05;482;3200904;Barra de São Francisco;ES
2026-07-05;482;3203908;Nova Venécia;ES
2026-07-05;484;3203346;Marechal Floriano;ES
2026-07-05;485;3150208;Piedade de Ponte Nova;MG
2026-07-05;486;3201605;Conceição da Barra;ES
2026-07-05;486;3203601;Mucurici;ES
2026-07-05;486;3204054;Pedro Canário;ES
2026-07-05;487;4309209;Gravataí;RS
2026-07-05;488;3145604;Oliveira;MG
2026-07-05;490;3147303;Paraisópolis;MG
2026-07-05;493;4313011;Nova Candelária;RS
2026-07-05;494;4202537;Bom Jesus;SC
2026-07-05;495;3129707;Ibiraci;MG
2026-07-05;496;5107701;Rosário Oeste;MT
2026-07-05;497;4310801;Ivoti;RS
2026-07-05;498;2202083;Cajueiro da Praia;PI
2026-07-05;498;2205706;Luís Correia;PI
2026-07-05;500;3118403;Conselheiro Pena;MG
2026-07-05;501;2914208;Irajuba;BA
2026-07-05;501;2916708;Itaquara;BA
2026-07-05;503;4306601;Dom Pedrito;RS
2026-07-05;504;4316808;Santa Cruz do Sul;RS
2026-07-05;505;4310108;Igrejinha;RS
2026-07-05;507;3139102;Madre de Deus de Minas;MG
2026-07-05;508;2407104;Macaíba;RN
2026-07-05;509;3540903;Pradópolis;SP
2026-07-05;510;2902005;Aracatu;BA
2026-07-05;510;2904605;Brumado;BA
2026-07-05;512;5107602;Rondonópolis;MT
2026-07-05;513;2909109;Coribe;BA
2026-07-05;515;2917904;Jandaíra;BA
2026-07-05;518;3127008;Fronteira;MG
2026-07-05;519;4316006;Rolante;RS
2026-07-05;520;3155108;Rio do Prado;MG
2026-07-05;521;3140605;Materlândia;MG
2026-07-05;522;3203056;Jaguaré;ES
2026-07-05;522;3204906;São Mateus;ES
2026-07-05;523;3168408;Tarumirim;MG
2026-07-05;524;2516409;Tacima;PB
2026-07-05;525;4209458;Lajeado Grande;SC
2026-07-05;526;2927002;Rio Real;BA
2026-07-05;527;5101308;Arenápolis;MT
2026-07-05;528;5217708;Pontalina;GO
2026-07-05;531;3525805;Júlio Mesquita;SP
2026-07-05;532;4204152;Celso Ramos;SC
2026-07-05;532;4204806;Curitibanos;SC
2026-07-05;532;4205555;Frei Rogério;SC
2026-07-05;532;4216057;São Cristovão do Sul;SC
2026-07-05;534;4202404;Blumenau;SC
2026-07-05;534;4205902;Gaspar;SC
2026-07-05;534;4210001;Luiz Alves;SC
2026-07-05;534;4210605;Massaranduba;SC
2026-07-05;534;4216354;São João do Itaperiú;SC
2026-07-05;535;3131307;Ipatinga;MG
2026-07-05;536;4303103;Cachoeirinha;RS
2026-07-05;540;5103502;Diamantino;MT
2026-07-05;541;4300406;Alegrete;RS
2026-07-05;543;3134707;Jacinto;MG
2026-07-05;545;4316600;Sananduva;RS
2026-07-05;547;3115300;Cataguases;MG
2026-07-05;548;3109600;Cachoeira da Prata;MG
2026-07-05;549;4304713;Caraá;RS
2026-07-05;550;2500734;Amparo;PB
2026-07-05;550;2504074;Caraúbas;PB
2026-07-05;550;2504850;Coxixola;PB
2026-07-05;550;2510659;Parari;PB
2026-07-05;550;2513851;Santo André;PB
2026-07-05;550;2516300;Sumé;PB
2026-07-05;551;3103751;Araporã;MG
2026-07-05;553;3165107;São Tomás de Aquino;MG
2026-07-05;554;3300308;Barra do Piraí;RJ
2026-07-05;554;3300407;Barra Mansa;RJ
2026-07-05;554;3300456;Belford Roxo;RJ
2026-07-05;554;3301702;Duque de Caxias;RJ
2026-07-05;554;3302007;Itaguaí;RJ
2026-07-05;554;3303500;Nova Iguaçu;RJ
2026-07-05;554;3304144;Queimados;RJ
2026-07-05;554;3304557;Rio de Janeiro;RJ
2026-07-05;554;3306305;Volta Redonda;RJ
2026-07-05;555;3161809;São Gonçalo do Pará;MG
2026-07-05;556;3116506;Claro dos Poções;MG
2026-07-05;557;2301257;Ararendá;CE
2026-07-05;557;2303659;Catunda;CE
2026-07-05;557;2305209;Hidrolândia;CE
2026-07-05;557;2305654;Ipaporanga;CE
2026-07-05;557;2305803;Ipu;CE
2026-07-05;557;2305902;Ipueiras;CE
2026-07-05;557;2308609;Monsenhor Tabosa;CE
2026-07-05;557;2309300;Nova Russas;CE
2026-07-05;557;2311009;Poranga;CE
2026-07-05;557;2312205;Santa Quitéria;CE
2026-07-05;557;2313203;Tamboril;CE
2026-07-05;558;3153004;Pratinha;MG
2026-07-05;559;2900504;Érico Cardoso;BA
2026-07-05;559;2923605;Paramirim;BA
2026-07-05;561;3143500;Morada Nova de Minas;MG
2026-07-05;563;2513604;Santana dos Garrotes;PB
